	Chiroderma_villosum	Carollia_brevicauda	Sturnira_ludovici	Artibeus_jamaicensis	Hsunycteris_thomasi	Anoura_geoffroyi	Glossophaga_soricina	Noctilio_leporinus	Mormoops_blainvillei	Macrotus_waterhousi	Pteronotus_pusillus	Desmodus_rotundus
RL37	2.01669322	9.862943975	8.236260132	2.994953364	3.360272071	10.29843984	2.13748346	11.23127441	4.550830771	10.36449925	4.075379218	6.305534213
IF4G2	9.068423344	12.2932739	10.2974123	9.494308357	12.77026336	9.190453831	6.997763188	1.307677104	3.197562257	9.344246203	12.59811788	9.10361062
ISK6	11.92965834	11.2287323	11.41759774	11.52374139	12.24168098	2.437007775	5.812239551	7.398101876	8.821705249	8.482067554	3.71660817	12.95535211
IDHP	4.268520046	2.09646585	9.533767431	6.360882068	9.292826228	12.76667224	9.022655961	4.300851073	10.45094547	9.008274454	3.098691955	11.6128785
CDSN	1.307677104	10.91629492	11.06796642	10.36137433	9.57493213	13.06900096	4.30693081	14.22920233	9.409225247	9.965350423	8.44806951	9.626560733
NB5R3	10.75914319	1.307677104	11.40403461	7.831420425	7.458325185	8.286065214	7.945529963	12.87610174	11.8131083	3.014006449	6.756404238	10.7948808
MLRN	7.590976655	7.50518829	2.406119777	8.654174906	8.883370591	9.881630914	1.307677104	2.56710012	9.112608625	11.52999417	11.01142558	10.08778519
KLK10	10.19987386	3.99508647	10.05657085	7.467409823	13.05400905	12.47390213	10.17133106	7.263047574	12.96717273	5.601084723	3.224664234	5.08445402
SQSTM	10.09514984	11.30641028	11.5404603	8.573227309	10.72951483	10.89487652	1.307677104	11.23308198	9.144130584	10.68193676	2.612130331	11.77552231
UTRO	2.300774891	1.307677104	7.518390824	3.137922601	10.08983648	9.586060286	9.409483062	2.56710012	3.920648455	8.002983371	1.307677104	2.157288903
H33A	10.3093469	10.37415957	12.0199814	7.826610806	9.140873756	2.437007775	5.627631851	3.039919248	3.197562257	7.859481582	11.45557122	11.20225681
H33B	10.3093469	10.37415957	12.0199814	7.826610806	9.140873756	2.437007775	5.627631851	3.039919248	3.197562257	7.859481582	11.45557122	11.20225681
H33	10.3093469	10.37415957	12.0199814	7.826610806	9.140873756	2.437007775	5.627631851	3.039919248	3.197562257	7.859481582	11.45557122	11.20225681
CLCB	10.25780651	1.307677104	12.08091797	7.946726459	9.006289644	8.705557265	8.250780478	3.039919248	2.688353455	8.665835082	10.12668233	11.07567286
ALDOB	1.307677104	2.410119678	1.307677104	1.307677104	1.307677104	7.03321111	1.307677104	1.307677104	3.556653711	7.003107091	12.16357036	1.307677104
PAHX	1.307677104	5.696718893	2.406119777	1.307677104	4.138850052	6.015753515	8.475542097	5.206886536	4.141326566	10.48184896	11.85636948	9.119741152
S61A1	6.342101933	8.173162157	10.5089677	9.605170055	1.307677104	9.63899919	7.304827704	11.47987544	2.688353455	9.834851145	11.06684738	3.114599165
RL14	10.49276396	11.10550132	11.87338952	4.190516315	2.495356938	11.27391861	8.960631208	5.039805034	9.702484243	11.1810483	3.87160932	11.30256424
SHLB1	1.307677104	9.549075553	10.25092809	1.307677104	10.3765138	7.937285123	9.682051369	7.082277908	2.688353455	9.411646814	8.557153067	9.747166354
MPCP	8.832050032	7.226922891	10.31627622	11.85392594	10.8476821	5.69799848	12.3404231	3.039919248	12.93449445	10.27797206	2.798538486	6.305534213
HSPB1	9.048616639	12.75203992	2.406119777	11.23163477	11.80744836	11.42684199	11.66397231	7.954516908	11.75099804	11.14374976	4.252910332	5.046172568
UBP24	6.980645317	9.039190777	1.307677104	7.89712351	1.307677104	9.942564164	8.202122851	2.56710012	4.740487386	9.344246203	10.40456753	2.493024408
TGON3	5.625194823	8.482541248	1.307677104	1.307677104	8.784263961	1.307677104	1.307677104	1.307677104	1.307677104	10.16043198	1.307677104	4.005045296
THIO	12.03050019	11.40938395	11.04758593	10.11248818	11.65833557	11.87288419	11.70964878	13.25136507	3.197562257	10.81157884	2.384258549	11.38495356
PTN13	9.107239151	9.641042647	8.158561904	3.765090794	10.35582366	8.118053272	1.307677104	1.307677104	10.72207031	5.27773543	6.876538007	2.493024408
COX6C	2.01669322	2.410119678	11.98825262	10.64633647	10.07804231	7.714216561	9.790247505	11.22644312	4.499153017	10.28585205	8.060406533	11.08097885
CMC1	9.673956103	11.18568458	3.132434982	11.97702919	11.01331151	1.307677104	8.72839379	10.9158013	5.510204564	10.23442732	9.556012054	5.666119093
RTN3	1.307677104	10.19715775	6.843140046	2.994953364	7.180890627	1.307677104	3.224321626	11.38334243	4.141326566	8.803944965	9.600957903	6.205331563
CTNA1	11.65353037	10.34836697	2.827627227	8.18331485	11.42500497	6.508786206	9.527724156	2.828232304	2.883909261	9.344246203	3.541351041	9.373357252
RL30	10.5850294	10.50719461	11.82091751	11.08379542	7.971534637	10.38793427	2.13748346	3.517055674	12.44564252	10.66994342	4.7209859	10.87851466
ZBT7B	10.16427051	5.225234294	9.4320901	9.012821269	1.307677104	9.984077159	9.104358493	9.896859626	9.331035382	1.307677104	3.71660817	10.06297347
K1C14	10.47988049	10.81301338	9.001003676	8.508638604	8.395641057	11.43393306	1.307677104	3.219779621	2.883909261	6.262237377	3.87160932	9.208608036
DNJB1	4.737770053	9.481787716	10.07682578	1.307677104	8.999636127	8.798982243	5.60279334	11.6005381	4.389731926	3.831347969	8.629934573	1.307677104
CX7A2	1.307677104	1.307677104	9.915243813	8.648735812	5.151267186	6.979468218	1.307677104	10.72689423	8.185185935	8.316085792	7.668315092	9.428048303
BASI	6.770913613	6.572285684	11.59660101	6.360882068	3.80495569	9.995399672	6.377852817	12.27932314	4.550830771	1.307677104	12.04067538	8.889143108
BARX2	11.80287817	3.489639408	2.638077196	11.18307834	8.679925506	9.42958726	9.926270763	5.585679367	11.30422978	9.218142058	2.798538486	10.78190681
AK1CA	4.704103295	5.818319509	11.30190775	5.911236764	7.727605209	10.67099155	8.444503343	3.039919248	3.050922541	10.22157301	12.08209399	12.88513613
DAG1	8.683704928	1.307677104	10.62699034	10.38118826	8.591983679	10.70103866	8.402051327	1.307677104	3.050922541	9.148232082	7.757650645	8.791828289
ACT1	2.300774891	8.232590939	8.166144689	2.409682878	10.84953328	4.184200037	5.200518728	3.964362386	1.307677104	10.60753599	1.307677104	3.114599165
SEPP1	2.512782145	7.197391315	5.124700826	11.92763805	11.22133809	9.577045144	8.206240933	1.307677104	6.693905858	7.847360154	11.85243219	10.07247594
HMCS1	11.43732174	6.53733904	4.24269555	1.307677104	9.642689918	10.72163722	1.307677104	8.820221381	4.740487386	6.713569208	9.704436276	8.881054322
KCRM	12.42471406	13.78159909	10.95213368	10.9190582	14.51550469	16.10861762	17.22528643	9.17643265	4.389731926	13.28351576	12.6364026	15.5168245
IMDH2	8.211960435	9.005515605	11.92010145	4.362496858	6.026619075	1.307677104	6.40679215	9.666568605	3.328738606	2.197285084	2.384258549	2.493024408
DESP	8.943499899	5.875466784	13.05351138	12.24013014	12.89538326	13.99800914	8.274507334	9.553454408	3.197562257	7.12863601	9.942110751	4.881856349
RS4X	11.85346083	4.858724017	2.827627227	12.42687123	8.123098591	5.942653853	8.160282213	9.707016717	4.648834748	11.47098381	12.3788811	4.593129588
NDUV1	6.617944184	8.530687518	11.7921116	12.16544567	2.495356938	12.08063589	11.68145578	5.125787658	4.648834748	7.726822045	12.19278092	6.272902137
UBB	4.737770053	4.739902188	11.51396494	3.679221374	11.50234801	4.994992504	9.592078939	2.56710012	7.228957337	2.197285084	2.798538486	2.493024408
ALAT2	4.014524025	9.556361872	12.10626581	10.62017405	11.13896762	7.382829321	11.24479666	3.039919248	4.499153017	2.804945452	10.31421338	8.456584349
STAT6	2.300774891	5.195541998	7.73272521	7.821785094	1.307677104	1.307677104	7.505330135	1.307677104	9.662408988	8.634437919	9.95160677	8.684375443
SERF2	1.307677104	6.53733904	4.120765444	1.307677104	9.032601027	1.307677104	1.307677104	1.307677104	1.307677104	7.912801651	6.571573671	10.01203198
RAC1	9.278567446	7.486997987	2.093538931	2.096146189	1.307677104	8.462875705	6.804791309	1.307677104	11.49884614	4.469902532	6.995611656	8.090960541
4EBP2	10.73301045	11.00097287	4.923417649	7.807210324	11.3422938	6.653123339	7.627065205	3.643610544	4.20769823	10.83324959	3.631860602	1.307677104
COHA1	11.28447596	11.49983729	7.23804318	10.71625391	7.614564864	2.437007775	10.56678691	13.38377982	12.72394846	9.693056797	3.224664234	8.934142125
NUCL	10.37045552	11.49567424	11.97832714	2.832362516	11.82754568	11.43018331	10.85076963	12.98630555	2.688353455	8.877307441	11.3609495	11.57117322
CNN2	7.887090546	1.307677104	5.808254958	3.679221374	2.006072899	8.716545769	1.307677104	1.307677104	10.1657383	2.197285084	8.676492454	7.999268893
SYEP	1.307677104	9.383618413	7.840915675	9.0647971	7.880301994	1.307677104	9.849368013	12.48496027	3.998204437	9.187221309	5.452492666	6.187931438
S10AG	12.32000254	3.99508647	10.74497139	12.27408521	5.454550501	11.96099326	11.28379913	7.692503402	3.447681963	11.2891663	11.9483049	12.47288199
PRS6A	9.330068697	8.913185913	8.203471984	6.784680036	1.307677104	10.88821054	1.307677104	2.56710012	10.32457887	6.02427505	9.95894959	7.285474118
CGNL1	8.794883836	8.703409769	9.01786407	7.850500111	8.724992908	1.307677104	1.307677104	5.245773477	3.197562257	9.043229588	10.534519	2.157288903
CRIS3	2.01669322	5.417433852	1.307677104	2.409682878	2.006072899	1.307677104	2.466074274	3.039919248	6.738668386	13.39075125	5.846412757	2.740933516
PRDX5	7.081591973	4.467390921	3.260207739	1.307677104	8.892378164	8.716545769	9.489377245	10.85371301	1.307677104	9.39508957	10.21519438	8.419831702
EIF3K	2.300774891	10.45435157	11.18688108	11.46731422	9.543256646	9.884069572	10.02631667	8.682364923	2.448549528	9.352845509	3.541351041	10.85117189
KAP2	9.36518942	10.23215594	2.989807412	1.307677104	10.75344102	7.52714249	6.051107453	11.85960555	8.41619692	9.578578264	3.541351041	10.48021646
ACOX1	9.925435674	1.307677104	5.768878542	9.65077579	7.283078337	2.67468824	2.13748346	3.376987041	9.685445264	9.278063672	9.91755531	3.521828922
RL17	10.49154191	11.45102569	12.9247781	10.66598813	11.19500726	11.54635996	5.097353579	14.08577675	12.82108235	2.197285084	12.62836607	9.491407353
NREP	2.300774891	3.680031809	8.495972885	3.587463135	8.024938201	7.118556849	1.307677104	10.90676995	3.050922541	2.804945452	1.307677104	9.783781707
BTF3	1.307677104	10.36837561	8.072409347	7.831420425	7.49663923	10.37498897	7.940594669	9.841061293	1.307677104	7.889346838	11.81216716	11.29649526
H2AJ	2.01669322	9.774489746	7.482394512	9.848765242	7.988436619	7.773300431	10.57078469	11.59726713	10.11255247	1.307677104	3.339115988	7.325772028
TMM94	5.607207315	8.344572186	10.10569933	1.307677104	1.307677104	8.740968077	5.471710201	3.039919248	8.062964568	9.220493352	9.160592738	1.307677104
VA0D1	8.796864008	1.307677104	7.0943824	9.448089307	8.758878264	1.307677104	10.22609596	4.056457749	7.440126533	9.027201626	4.459156613	1.307677104
TM246	8.638043897	1.307677104	6.561853508	1.307677104	8.015074478	8.382362188	7.379676287	8.685888866	9.853773464	9.232192676	1.307677104	2.493024408
EZRI	8.921888107	10.877844	2.827627227	1.307677104	10.05976854	2.868622433	9.298145869	6.153251177	3.328738606	9.952677629	7.600170036	9.500235698
CALM4	1.307677104	1.307677104	1.307677104	1.307677104	13.19290426	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104
ZFAN5	3.836121449	11.6730539	1.307677104	8.573227309	10.83559121	8.166942142	11.08123038	11.18533307	10.89199029	10.61202034	4.975594375	10.50937006
TAB2	1.307677104	3.922890217	5.728392474	2.642303456	6.394747455	1.307677104	1.307677104	11.0059572	6.363167223	8.535925552	9.700686866	8.185952492
SYSC	9.769817427	8.984062324	9.433661574	1.307677104	7.988436619	7.410165133	1.307677104	3.039919248	6.319616467	1.307677104	9.522421606	7.166252899
AMY2B	1.307677104	1.307677104	2.093538931	1.307677104	1.307677104	9.30226155	9.748502553	4.85052041	2.124622121	1.307677104	7.482798388	7.44764221
CAH3	2.300774891	2.832942904	2.406119777	2.642303456	1.307677104	1.307677104	4.638500968	2.56710012	7.213187648	9.123317633	10.94483618	8.875636491
BAZ2A	6.515782854	6.321493014	1.307677104	9.838052235	1.307677104	8.872055814	9.050407456	1.307677104	2.448549528	7.895246394	8.878075372	3.265313205
GAL3A	8.537413312	8.524756382	5.301086177	1.307677104	7.378501074	1.307677104	8.79552778	3.643610544	1.307677104	9.192021698	10.67681126	7.425562298
US6NL	9.591943244	8.790024679	8.990364979	2.409682878	8.774553025	2.116159092	1.307677104	10.47831232	3.197562257	7.659088706	9.072427818	4.297223268
PP2D1	1.307677104	9.127938379	9.435231337	8.995785563	1.307677104	3.179893854	1.307677104	5.644961564	1.307677104	4.953356032	1.307677104	1.307677104
EIF3A	9.278567446	9.360495209	4.120765444	8.31620118	7.49663923	1.307677104	9.966882698	12.71685971	9.710928857	10.60843398	11.32161746	3.736290179
TOB1	9.126262307	6.927485157	10.68487912	5.892919214	8.445453428	1.307677104	11.07336175	11.03525969	9.453511833	9.123317633	9.656208202	1.307677104
NR1D2	9.099238199	6.388402451	1.307677104	10.02703144	7.813580974	6.606599266	1.307677104	9.247310113	1.307677104	9.56013111	3.87160932	8.291442033
NAMPT	8.655609415	10.21844211	8.682008952	7.968721423	7.204233065	1.307677104	1.307677104	9.140928135	10.93106586	8.655445103	6.571573671	2.157288903
KPCL	9.244150491	9.985679864	2.827627227	6.744430109	9.546683905	10.17042963	1.307677104	8.398644779	3.750908681	2.197285084	9.516746366	9.36371459
RL36	9.303851821	8.426383625	10.72970172	3.587463135	9.777148061	10.44520519	1.307677104	12.65325701	11.31719347	10.75593355	11.11975076	6.321577044
NACA	11.76114572	11.58673269	2.827627227	7.614184568	10.72447987	10.4493279	9.982572624	3.376987041	3.197562257	10.77924756	8.326817661	10.50411304
COX7B	10.3803933	11.03683748	11.0408998	10.36137433	2.006072899	9.880410038	10.94063367	8.296311608	2.688353455	10.47694045	4.551933483	10.58518015
GDE	11.32208538	7.112915047	4.507780409	5.716623169	7.198432787	9.86320839	11.09406496	3.039919248	1.307677104	5.790642663	2.798538486	2.493024408
KIF1B	2.68689769	9.905787671	9.798130747	9.289374669	10.85184391	5.09998827	10.99698252	3.517055674	4.984529025	4.650019417	1.307677104	6.925241059
RS7	10.74177407	11.37146997	9.513105581	11.76591881	11.24015831	11.9909987	1.307677104	14.21296049	13.04228856	11.29809911	6.593320785	11.31462615
FA83H	7.934632209	11.45960038	11.66475787	9.809089088	10.34076718	6.64163239	9.552194845	2.56710012	11.54050297	1.307677104	9.003085235	9.88297143
ANR23	4.704103295	6.560730735	9.909608539	7.188754376	3.360272071	11.29055889	12.51198951	2.828232304	8.412749858	11.46504697	4.551933483	10.62204633
C560	7.758862323	10.07260219	10.23659564	10.53208236	9.158901421	10.13605865	6.889211319	3.039919248	4.445506746	1.307677104	8.147456886	2.157288903
COQ9	10.5572633	7.974255615	2.093538931	10.59847394	10.08355826	9.267192772	11.37304087	4.948305047	3.920648455	9.994494416	3.098691955	10.74524345
AT1A2	4.80279714	10.75593134	2.827627227	12.03472312	9.01950532	13.6341258	11.42960897	5.523842266	6.147613563	9.452227169	11.57370277	6.62279343
F220A	4.704103295	1.307677104	1.307677104	1.307677104	8.2713319	7.594221769	7.669445462	1.307677104	8.106289678	7.234828694	9.370235131	1.307677104
TCPD	5.115389384	1.307677104	3.482625525	1.307677104	5.903514957	8.617433562	10.13399128	4.689937445	8.384872757	1.307677104	10.52111716	7.626040433
THEM5	2.300774891	8.310502673	10.43479311	9.268248946	9.352789639	8.092973099	8.612163715	4.745509117	3.050922541	1.307677104	1.307677104	5.449203125
CP2J2	1.307677104	7.670122364	4.458617828	9.379148039	4.561939472	1.307677104	8.412782026	1.307677104	8.388386999	1.307677104	7.980190143	1.307677104
TBB7	9.014988904	8.75751831	2.827627227	2.832362516	9.50500943	4.958202635	6.449139243	3.376987041	8.40929454	10.10297064	11.33094521	1.307677104
ODO2	10.02677447	9.688237534	8.014778586	11.4210062	9.702294696	9.564936647	2.13748346	11.0994224	2.688353455	9.752757451	2.798538486	8.327605795
ACBP	9.703811362	2.410119678	11.8444415	8.227768601	11.09633872	10.43276589	10.29344659	4.373641005	4.867737135	8.865336525	10.99977597	3.114599165
PINK1	7.055356417	11.93051832	12.2476479	11.4013311	8.328201821	6.245799662	7.633196307	9.90141352	5.160146799	11.26374212	11.96871387	1.307677104
PSA	1.307677104	9.730076396	3.376216502	2.096146189	1.307677104	9.307721621	8.663983122	9.508391709	7.446884315	7.316248658	2.798538486	7.30172867
LPIN2	8.358595507	4.516620596	2.406119777	4.515656064	2.286167449	2.116159092	1.307677104	10.32742857	9.896353981	8.409728849	4.307389232	1.307677104
ATLA3	10.46376845	7.884467723	4.120765444	3.137922601	1.307677104	6.457270954	7.675399391	12.46279363	10.99930041	7.418116311	5.219868123	9.884320893
RS26	2.01669322	10.52066724	13.13811134	10.84311006	10.75689733	10.21081654	10.59611144	7.432077913	12.10210558	7.271584035	3.631860602	10.79703184
IF2G	9.704866278	6.13140953	3.260207739	7.706089233	3.170297345	8.824600303	9.998093748	11.90755374	2.883909261	11.30753	3.098691955	8.168334534
SH3R2	2.01669322	9.185462236	4.959000894	6.734189497	2.495356938	1.307677104	1.307677104	10.55063956	2.688353455	8.118439944	8.913060881	6.816293872
RAB10	8.700726382	7.443639832	12.66900478	8.373380801	10.16460618	10.78041649	9.77785036	4.508787378	10.94783416	10.49064241	4.010756682	1.307677104
CALX	9.327331355	6.725019304	11.72983955	2.096146189	10.24977749	9.589052857	9.676125706	12.22948749	12.23661306	9.744611964	4.137113892	4.538717401
ACT	9.105642506	3.266693816	8.166144689	2.409682878	10.84953328	2.437007775	5.200518728	3.964362386	2.883909261	10.60753599	2.384258549	2.740933516
PERM1	8.963030254	1.307677104	5.244674214	8.094081365	10.07883159	10.51609797	8.756746912	7.64259492	10.46848288	1.307677104	4.19621677	9.689667988
PSMD2	11.07362761	10.99562265	3.482625525	7.695575985	11.4122235	7.430332224	10.39614827	9.235335637	3.050922541	5.864802779	3.224664234	11.84543367
NCKP1	6.456845808	10.09579048	3.581020933	8.065790097	8.00514284	11.40280846	8.568045372	2.828232304	2.883909261	1.307677104	3.87160932	9.660035967
SRRM2	10.3100403	1.307677104	4.993716922	8.87288095	9.996849756	4.714920026	1.307677104	10.31496625	5.657648297	9.013707604	6.717330815	3.114599165
S100P	8.558575772	11.90677215	11.73047896	9.646688877	10.34208269	10.29569479	10.7820849	3.376987041	9.587954161	9.744611964	1.307677104	12.14835033
PTGR1	6.240904975	9.411207276	2.827627227	8.835068396	11.56227252	8.99898385	11.02406098	4.373641005	1.307677104	8.289455292	3.339115988	8.397322091
GLUT4	10.56483621	11.64667182	2.827627227	2.096146189	9.782971861	9.650504165	7.832850155	9.561149706	5.510204564	11.10927273	4.19621677	10.08778519
ACT8	6.931003365	3.266693816	8.166144689	1.307677104	2.286167449	9.414483567	5.200518728	9.597152069	1.307677104	10.60753599	8.500770018	7.026529536
ITB4	2.68689769	2.09646585	7.615756175	2.994953364	4.667489102	2.116159092	8.086243474	11.8603854	2.448549528	9.365649117	2.612130331	7.139370533
ACTM	9.105642506	8.232590939	3.758320618	5.53939407	3.170297345	9.446185746	5.200518728	1.307677104	1.307677104	10.60753599	1.307677104	4.229734328
VNN3	8.467031161	5.856669015	1.307677104	7.127490242	10.74451513	8.876961512	7.28159398	1.307677104	2.124622121	8.118439944	1.307677104	5.358580752
GOGA3	3.836121449	1.307677104	2.827627227	1.307677104	5.353451922	5.741777575	8.189697596	1.307677104	9.015960285	9.051177282	9.516746366	1.307677104
SNX2	7.879635337	9.326805583	8.705615633	7.959963644	2.495356938	2.868622433	1.307677104	6.480169558	8.189221204	1.307677104	9.656208202	9.891049339
ARF3	8.58402637	10.25830529	6.503151698	2.096146189	11.36414897	9.056330906	6.421046637	3.219779621	3.998204437	1.307677104	9.243678502	8.681273334
CDN1B	3.473706062	8.73970668	8.808522777	1.307677104	2.286167449	9.829443149	8.857059353	7.845296852	9.734590269	9.614779663	8.955632383	2.493024408
UAP1	8.075063757	2.995584034	8.522798885	2.096146189	1.307677104	8.735576516	10.127492	5.083443675	6.934145898	1.307677104	2.798538486	9.146980682
BI2L1	9.018387171	5.195541998	8.679361982	1.307677104	5.784472998	9.130096167	7.089820005	8.510187257	7.588065986	1.307677104	10.64529816	1.307677104
TCPQ	2.300774891	9.435119823	5.215611519	2.832362516	5.874665896	9.590546819	9.23303818	2.828232304	5.286584731	2.547311507	10.82882396	10.41728607
PKP1	12.35838559	12.70331371	13.02238887	12.2778336	12.52041902	7.697673664	12.40387236	6.528107511	14.1217526	12.51950754	2.958179789	9.720215727
NDUC1	1.307677104	2.995584034	1.307677104	7.742293591	1.307677104	7.514603823	8.394852923	5.555093943	7.334765002	8.803944965	9.606311946	9.767785323
IF4A3	8.553899759	8.184493155	9.792017923	1.307677104	9.537526391	8.724732564	1.307677104	6.994035788	8.402358975	6.434310618	9.050991433	1.307677104
AP2A1	8.411249083	9.773239586	2.638077196	9.234154039	8.00514284	9.523303494	5.768263839	1.307677104	9.148281949	8.605943839	1.307677104	3.521828922
PPDPF	6.466837634	4.780624363	1.307677104	2.096146189	1.307677104	8.101381702	10.14261169	3.039919248	10.21604446	2.197285084	2.958179789	2.157288903
RTF2	6.81067413	1.307677104	9.433661574	8.216782934	8.814906835	1.307677104	6.95922892	9.133204995	3.838427792	9.043229588	8.73387671	1.307677104
MSPJ	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	12.8805293	1.307677104	1.307677104	1.307677104	1.307677104
TM164	2.300774891	1.307677104	9.555581596	8.550073719	4.943856143	2.437007775	1.307677104	10.93517742	2.448549528	3.347297238	4.872005154	2.493024408
CD99	3.387559441	6.735333587	1.307677104	2.409682878	8.51008271	8.694484417	8.468702081	1.307677104	9.862643372	7.659088706	2.958179789	9.440944679
MLP3A	9.055249135	3.489639408	7.426657184	1.307677104	4.187408826	10.72163722	4.947065464	8.432602885	3.328738606	9.545201647	3.224664234	10.96396079
COPB	1.307677104	8.649919662	3.260207739	2.096146189	7.971534637	6.215102824	8.376698174	10.43499478	2.688353455	9.194415915	5.191522829	1.307677104
AAMP	1.307677104	9.020345309	9.894852972	10.07242513	8.981179129	8.804142379	1.307677104	3.964362386	9.042967533	8.311681377	9.486579454	10.26192228
CDD	7.421625258	3.765920204	7.223577617	9.804204857	1.307677104	10.20692576	7.716402575	5.039805034	8.031843623	9.890544135	1.307677104	2.157288903
AN32B	9.013286764	1.307677104	10.37470765	7.802319155	9.03097055	9.414483567	8.967925516	2.56710012	3.328738606	10.16654207	10.46106695	10.36411388
HXK2	10.74074581	9.50305998	11.3074895	8.529504925	8.215002618	8.282372198	12.66791936	3.376987041	11.27842116	9.051177282	10.89430161	1.307677104
AMPL	1.307677104	8.203182575	10.22211937	4.466433694	9.646954012	8.708312248	1.307677104	8.997998298	10.41693937	4.650019417	9.546295368	8.366752253
BRK1	8.966552994	10.02717584	4.05552956	8.967666167	3.268851914	1.307677104	10.62022989	8.083024619	5.374582189	3.347297238	5.752763939	1.307677104
FAN	8.431783916	1.307677104	8.715984758	5.999479825	1.307677104	9.280212237	8.059177549	8.823424517	2.883909261	1.307677104	8.151125076	8.355119455
ACTG	10.41109564	6.19261428	8.166144689	2.409682878	2.286167449	9.676059726	5.200518728	2.56710012	6.114005768	12.71997565	8.500770018	7.026529536
PURB	7.530371768	9.38689168	5.902219932	1.307677104	9.499124911	8.084515192	6.302853123	11.66221237	7.538311604	1.307677104	5.917172537	2.157288903
TET3	6.405819749	1.307677104	8.127825752	1.307677104	9.889378625	9.421215849	3.476991521	1.307677104	8.674038786	3.191789112	3.444161633	2.942653335
