	Chiroderma_villosum	Carollia_brevicauda	Sturnira_ludovici	Artibeus_jamaicensis	Hsunycteris_thomasi	Anoura_geoffroyi	Glossophaga_soricina	Noctilio_leporinus	Mormoops_blainvillei	Macrotus_waterhousi	Pteronotus_pusillus	Desmodus_rotundus
sp|Q3V038|TTC9A_MOUSE	1.443088467	8.992110249	10.1870886	1.443088467	2.098093497	9.617376516	10.61185331	1.443088467	1.443088467	1.443088467	1.443088467	1.443088467
sp|Q5R790|PTMA_PONAB	8.0054634	11.13512685	1.443088467	1.443088467	1.443088467	1.443088467	1.443088467	1.443088467	1.443088467	1.443088467	11.88925595	1.443088467
sp|O95171|SCEL_HUMAN	11.97042146	10.25792522	12.57782884	9.344279423	11.94006042	10.4310783	9.806309702	1.443088467	5.628891299	2.900221877	7.347250586	1.443088467
sp|Q2MJV8|PALM_PIG	1.443088467	8.747576374	10.0504385	1.443088467	8.616773485	10.14137785	8.667613553	11.69776443	9.32572775	1.443088467	1.443088467	9.735062793
sp|O55148|GAS7_RAT	1.443088467	10.62828081	9.055793956	1.443088467	5.051072916	5.848141908	1.443088467	11.1197952	1.443088467	1.443088467	1.443088467	9.848786748
sp|Q6IMY8|HNRPU_RAT	9.921181136	1.443088467	6.539622128	8.548289198	7.236311232	1.443088467	8.051595246	1.443088467	12.07165723	11.25189009	2.819512216	1.443088467
sp|Q8N4U5|T11L2_HUMAN	1.443088467	10.22699929	4.645847889	1.443088467	1.443088467	11.6287967	10.08854142	12.01703632	8.16665747	4.258078675	7.800163794	2.943035069
sp|P16276|ACON_PIG	1.443088467	2.707543684	11.24763008	6.266044698	1.443088467	1.443088467	12.99543739	1.443088467	3.20273085	1.443088467	2.150589549	7.197564167
sp|Q5SSG8|MUC21_HUMAN	1.443088467	10.27444004	10.25650663	9.410189837	3.295192991	11.75621731	11.25793788	11.98163304	2.499418	11.51448798	3.219423082	9.247862906
sp|P18688|KPB1_RABIT	1.443088467	1.443088467	8.493947977	8.611029258	10.61231955	9.955887652	11.3935726	7.58207928	10.49287588	1.443088467	8.832030291	1.443088467
sp|Q9QZ47|TNNT3_MOUSE	2.10643049	4.927011146	1.443088467	1.443088467	1.443088467	2.185746503	14.1800433	2.802555411	2.499418	3.27884561	2.819512216	10.9349338
sp|Q01546|K22O_HUMAN	2.737621738	10.76803779	4.557186569	5.422347715	1.443088467	13.59586293	9.341841838	8.53834296	2.723479219	10.53047032	3.685828936	11.3910093
sp|P04642|LDHA_RAT	1.443088467	1.443088467	3.858570187	1.443088467	1.443088467	11.94188078	1.443088467	12.62717555	3.43998804	1.443088467	3.100810506	1.443088467
sp|O02772|FABPH_PIG	3.004898799	8.390529286	3.299269523	1.443088467	1.443088467	1.443088467	3.824640378	8.821273342	9.22461327	1.443088467	11.81800556	11.04325404
sp|Q56JX5|RS25_BOVIN	1.443088467	10.73198901	2.703354246	10.85342752	10.19333883	11.29205979	2.235508479	2.802555411	3.064207824	1.443088467	3.833827312	7.737976977
sp|P62851|RS25_HUMAN	1.443088467	10.73198901	2.703354246	10.85342752	10.19333883	11.29205979	2.235508479	2.802555411	3.064207824	1.443088467	3.833827312	7.737976977
sp|P62852|RS25_MOUSE	1.443088467	10.73198901	2.703354246	10.85342752	10.19333883	11.29205979	2.235508479	2.802555411	3.064207824	1.443088467	3.833827312	7.737976977
sp|P62853|RS25_RAT	1.443088467	10.73198901	2.703354246	10.85342752	10.19333883	11.29205979	2.235508479	2.802555411	3.064207824	1.443088467	3.833827312	7.737976977
sp|Q6Q311|RS25_SHEEP	1.443088467	10.73198901	2.703354246	10.85342752	10.19333883	11.29205979	2.235508479	2.802555411	3.064207824	1.443088467	3.833827312	7.737976977
sp|P02377|RS24_XENLA	2.373284723	11.12749181	5.395717951	11.34969141	1.443088467	10.62657139	1.443088467	3.660916198	1.443088467	1.443088467	1.443088467	2.943035069
sp|P48305|NDUB4_BOVIN	8.965125893	9.113027961	1.443088467	9.253147384	1.443088467	10.00738555	11.34308278	9.019693149	3.20273085	9.331293906	1.443088467	1.443088467
sp|A1XQU3|RL14_PIG	1.443088467	3.417043467	2.884346055	1.443088467	2.559309132	11.15897265	2.235508479	3.660916198	9.606608693	9.633083273	12.56340761	4.609799832
sp|P18827|SDC1_HUMAN	10.88223727	8.113560311	10.87797006	1.443088467	1.443088467	11.1774431	9.787208927	13.51538021	10.02582992	7.625899413	3.100810506	11.10032841
sp|P25444|RS2_MOUSE	13.74321898	13.29404948	14.32068202	14.3433996	9.600454399	12.71786923	12.70596257	14.59235017	2.499418	12.84401446	3.761884121	12.05834393
sp|P27952|RS2_RAT	13.74321898	13.29404948	14.32068202	14.3433996	9.600454399	12.71786923	12.70596257	14.59235017	2.499418	12.84401446	3.761884121	12.05834393
sp|Q4PS85|MYOZ1_PIG	4.112382641	10.89263133	3.299269523	1.443088467	7.4443058	4.768915502	14.00155693	2.802555411	1.443088467	1.443088467	3.219423082	1.443088467
sp|Q8HXQ9|NDUV1_MACFA	1.443088467	10.55475413	1.443088467	1.443088467	9.938083594	1.443088467	1.443088467	11.32123827	3.20273085	7.779125066	1.443088467	6.154062425
sp|Q3T0X6|RS16_BOVIN	1.443088467	9.222799355	12.67122748	9.278577929	11.38560203	5.469531593	1.443088467	3.160579214	2.906948104	4.003782667	2.819512216	9.85755887
sp|P62249|RS16_HUMAN	1.443088467	9.222799355	12.67122748	9.278577929	11.38560203	5.469531593	1.443088467	3.160579214	2.906948104	4.003782667	2.819512216	9.85755887
sp|P14131|RS16_MOUSE	1.443088467	9.222799355	12.67122748	9.278577929	11.38560203	5.469531593	1.443088467	3.160579214	2.906948104	4.003782667	2.819512216	9.85755887
sp|Q29201|RS16_PIG	1.443088467	9.222799355	12.67122748	9.278577929	11.38560203	5.469531593	1.443088467	3.160579214	2.906948104	4.003782667	2.819512216	9.85755887
sp|P62250|RS16_RAT	1.443088467	9.222799355	12.67122748	9.278577929	11.38560203	5.469531593	1.443088467	3.160579214	2.906948104	4.003782667	2.819512216	9.85755887
sp|Q969X1|LFG3_HUMAN	2.10643049	10.07453088	2.482495847	1.443088467	2.098093497	5.829533972	5.217326414	8.801805001	11.63648603	11.90723031	11.65207834	6.407474143
sp|Q99961|SH3G1_HUMAN	8.667995144	9.055848333	11.20953835	1.443088467	9.498381172	10.3705599	1.443088467	3.660916198	2.723479219	10.26751348	1.443088467	2.755642871
sp|A0JNB3|LY6H_BOVIN	4.712433856	1.443088467	1.443088467	1.443088467	10.73756482	10.77403899	7.102684594	1.443088467	6.490837781	5.63075804	1.443088467	11.83829415
sp|Q68G95|PRIO_MOSCH	8.843618486	10.96403059	10.02311894	10.52336824	10.27460944	1.443088467	9.358575646	11.51514807	10.65437417	10.53732215	1.443088467	1.443088467
sp|Q9UGM5|FETUB_HUMAN	1.443088467	6.340307884	1.443088467	1.443088467	2.36178092	2.185746503	1.443088467	2.802555411	12.75999092	11.53321557	5.82466351	1.443088467
sp|Q76I81|RS12_BOVIN	11.57427943	11.96260399	2.18582988	11.40153726	1.443088467	12.02301618	10.40992317	5.861573703	12.57238887	10.2049553	12.6061763	12.54114668
sp|P25398|RS12_HUMAN	11.57427943	11.96260399	2.18582988	11.40153726	1.443088467	12.02301618	10.40992317	5.861573703	12.57238887	10.2049553	12.6061763	12.54114668
sp|P46405|RS12_PIG	11.57427943	11.96260399	2.18582988	11.40153726	1.443088467	12.02301618	10.40992317	5.861573703	12.57238887	10.2049553	12.6061763	12.54114668
sp|Q76I82|RS15A_BOVIN	11.39565396	10.40727585	1.443088467	11.13769314	10.64093485	10.5717712	3.910743582	13.15600121	12.20941304	11.01227699	11.82757017	2.526492849
sp|P62244|RS15A_HUMAN	11.39565396	10.40727585	1.443088467	11.13769314	10.64093485	10.5717712	3.910743582	13.15600121	12.20941304	11.01227699	11.82757017	2.526492849
sp|P62245|RS15A_MOUSE	11.39565396	10.40727585	1.443088467	11.13769314	10.64093485	10.5717712	3.910743582	13.15600121	12.20941304	11.01227699	11.82757017	2.526492849
