taxon	trophic.level	marginality	pw.trop	pw.spec	group
Ametrida_centurio	-0.397940008672	0	39.3638234098	3.68040144292047	fast
Anoura_caudifer	0	0.5	50.0256580798	1.64040002746056	slow
Anoura_cultrata	-0.191885526239	0.258901439844	48.3004954507	1.53075430030905	slow
Anoura_geoffroyi	-0.066946789631	0.415883313852	49.9284846508	1.74750583882731	slow
Anoura_latidens	-0.191885526239	0.258901439844	50.483622281	1.7475097261168	slow
Ardops_nichollsi	-0.397940008672	0	39.3659573885	3.46690020745895	fast
Ariteus_flavescens	-0.397940008672	0	39.3648493716	3.46689867957355	fast
Artibeus_amplus	-0.124938736608	0.343018125992	27.9983600833	4.34243558202244	fast
Artibeus_anderseni	-0.124938736608	0.343018125992	28.1425947978	3.93712443520265	fast
Artibeus_aztecus	-0.124938736608	0.343018125992	28.1424604427	4.1566441121591	fast
Artibeus_bogotensis	-0.124938736608	0.343018125992	28.5065621598	3.70010610177169	fast
